PLAYER,SEASON,FGM,FGA,TPM,TPA,FTM,FTA
Jeff McInnis,2001,432,933,52,144,130,161
Jermaine O'Neal,2001,404,868,0,5,233,388
Lamond Murray,2001,391,925,61,165,155,211
Bonzi Wells,2001,387,726,17,50,157,238
Tim Thomas,2001,326,758,107,260,195,253
Lorenzen Wright,2001,363,811,0,2,155,216
Doug Christie,2001,311,788,94,250,280,312
Joe Smith,2001,308,765,0,5,231,287
Tony Delk,2001,383,923,54,168,185,235
Vin Baker,2001,347,822,1,16,232,321
Rodney Rogers,2001,377,876,56,189,188,247
Voshon Lenard,2001,336,846,147,382,153,192
Marcus Camby,2001,304,580,1,8,150,225
Vlade Divac,2001,364,755,4,14,242,350
Chris Mills,2001,71,191,7,25,31,36
Chucky Atkins,2001,380,952,121,339,90,130
Glen Rice,2001,331,752,82,211,155,182
Kenyon Martin,2001,346,777,1,11,121,192
Bryon Russell,2001,308,700,95,230,222,285
Metta World Peace,2001,327,815,43,148,210,280
Travis Best,2001,347,788,37,97,187,226
Mike Miller,2001,368,845,148,364,91,128
Hakeem Olajuwon,2001,283,568,0,1,123,198
Zydrunas Ilgauskas,2001,114,234,0,2,53,78
Corliss Williamson,2001,325,647,0,2,151,237
Aaron McKie,2001,338,714,53,170,149,194
John Stockton,2001,328,651,61,132,227,278
Jim Jackson,2001,239,632,26,80,139,169
Derek Fisher,2001,77,187,25,63,50,62
Chris Gatling,2001,329,733,28,92,156,228
Scottie Pippen,2001,269,596,64,186,119,161
Matt Harpring,2001,238,524,13,52,134,165
Toni Kukoc,2001,275,582,70,157,101,160
Bob Sura,2001,202,518,47,172,135,189
Mookie Blaylock,2001,317,801,73,225,53,76
Johnny Newman,2001,291,695,59,176,254,297
Eric Piatkowski,2001,291,672,120,297,158,181
Anthony Peeler,2001,308,732,100,256,75,87
Alan Henderson,2001,298,671,0,1,173,271
Kurt Thomas,2001,314,614,1,3,171,210
Aaron Williams,2001,297,650,0,2,244,310
Austin Croshere,2001,276,701,70,207,200,231
Arvydas Sabonis,2001,247,516,1,15,121,156
Lindsey Hunter,2001,298,783,152,407,77,96
Corey Maggette,2001,225,487,17,56,223,288
Larry Johnson,2001,246,598,51,163,102,128
Roshown McLeod,2001,145,332,2,22,45,51
Eric Snow,2001,182,435,5,19,122,154
Alvin Williams,2001,330,767,33,108,109,145
Anfernee Hardaway,2001,15,36,2,8,7,11
George McCloud,2001,250,651,77,234,152,181
Bryant Stith,2001,245,611,91,242,175,207
Patrick Ewing,2001,294,684,0,2,172,251
Rick Fox,2001,287,646,118,300,95,122
Charles Oakley,2001,305,786,11,49,127,152
Tyrone Hill,2001,278,587,0,1,172,273
Courtney Alexander,2001,239,573,17,46,123,150
Marcus Fizer,2001,278,646,10,39,117,161
Chris Whitney,2001,182,470,93,248,101,113
Antonio Daniels,2001,275,588,74,183,121,156
LaPhonso Ellis,2001,298,642,7,22,169,214
Darius Miles,2001,318,630,1,19,124,238
Lucious Harris,2001,265,624,46,132,107,139
Jason Williams,2001,281,690,98,311,60,76
Morris Peterson,2001,290,673,63,165,104,145
Christian Laettner,2001,277,551,4,13,170,204
John Starks,2001,273,686,64,182,89,111
Kevin Willis,2001,304,690,1,6,113,147
Chauncey Billups,2001,248,587,73,194,144,171
Rod Strickland,2001,182,429,4,17,130,173
Kendall Gill,2001,107,323,4,14,65,90
Fred Hoiberg,2001,217,494,103,249,136,157
Howard Eisley,2001,265,675,107,269,104,126
Othella Harrington,2001,247,507,0,3,171,224
Brad Miller,2001,168,386,1,5,168,226
Brent Barry,2001,198,401,109,229,84,103
Shandon Anderson,2001,263,590,46,170,138,188
Chris Porter,2001,173,445,0,5,94,141
Jahidi White,2001,203,408,0,1,177,312
Horace Grant,2001,263,569,0,3,131,169
P.J. Brown,2001,249,561,0,4,178,209
George Lynch,2001,274,616,15,57,123,171
Walt Williams,2001,202,513,98,248,97,126
Bryant Reeves,2001,254,552,1,4,113,142
Tyrone Nesby,2001,189,530,49,180,85,106
Pat Garrity,2001,223,576,97,224,85,98
Stephen Jackson,2001,243,572,52,155,97,135
Derrick Coleman,2001,97,255,20,51,63,92
James Posey,2001,243,590,65,217,115,141
Quentin Richardson,2001,232,525,50,151,99,158
Dana Barros,2001,183,412,44,105,68,80
Hubert Davis,2001,196,433,78,171,54,62
John Amaechi,2001,237,592,0,7,176,279
Keon Clark,2001,249,519,0,1,142,240
Sean Elliott,2001,147,339,55,129,60,84
Felipe Lopez,2001,211,478,19,52,109,156
Malik Rose,2001,160,368,3,17,114,160
Mark Jackson,2001,244,583,70,207,73,94
Bruce Bowen,2001,211,581,103,307,98,161
Nazr Mohammed,2001,176,369,0,1,89,126
Isaiah Rider,2001,201,472,34,92,71,83
Chris Mihm,2001,173,391,0,1,100,126
Al Harrington,2001,241,543,1,7,103,157
Kenny Anderson,2001,88,227,11,33,59,71
Eddie Robinson,2001,216,407,2,4,64,88
Erick Dampier,2001,126,314,0,2,67,126
Danny Manning,2001,247,500,7,28,102,140
Vonteego Cummings,2001,178,517,48,143,79,116
Bo Outlaw,2001,226,368,1,2,129,225
Dale Davis,2001,242,487,0,4,96,152
Terry Porter,2001,197,440,87,205,92,116
Bobby Jackson,2001,231,526,39,104,65,88
Wesley Person,2001,128,292,34,84,24,30
Kenny Thomas,2001,206,465,25,92,91,126
Charlie Ward,2001,155,373,67,175,56,70
Shawn Bradley,2001,219,447,1,6,140,178
Matt Maloney,2001,146,346,51,142,26,34
Shammond Williams,2001,161,368,61,133,84,96
Dee Brown,2001,16,44,12,32,4,5
Chris Crawford,2001,122,270,6,22,68,83
Moochie Norris,2001,184,413,25,89,151,194
Eric Williams,2001,162,448,46,139,165,231
Ron Harper,2001,127,271,19,72,34,48
Cedric Ceballos,2001,101,229,22,73,37,43
Earl Boykins,2001,25,63,1,8,14,17
Tony Battie,2001,108,201,0,3,44,69
Shawn Kemp,2001,168,413,4,11,101,131
Damon Jones,2001,170,416,84,231,37,52
Mahmoud Abdul-Rauf,2001,120,246,4,14,22,29
Scot Pollard,2001,185,395,0,2,128,171
Robert Pack,2001,181,426,12,31,105,137
Tom Gugliotta,2001,149,378,3,12,61,77
Ben Wallace,2001,216,440,1,4,80,238
Brevin Knight,2001,139,370,1,10,54,66
Anthony Carter,2001,195,480,6,40,65,103
Michael Doleac,2001,220,527,0,3,50,59
Jerome Williams,2001,136,294,0,3,100,135
Bryce Drew,2001,124,327,40,105,14,19
Khalid El-Amin,2001,115,311,28,84,56,72
Greg Buckner,2001,84,192,2,7,59,81
Scott Williams,2001,171,361,1,4,60,70
Matt Geiger,2001,88,224,0,2,37,54
Jacque Vaughn,2001,170,393,30,78,128,164
Dell Curry,2001,162,382,62,145,43,51
Grant Long,2001,140,319,4,15,112,157
A.J. Guyton,2001,78,192,27,69,15,18
Milt Palacio,2001,126,267,12,36,78,92
Trajan Langdon,2001,135,313,51,124,68,76
Doug Overton,2001,52,139,11,36,10,16
Desmond Mason,2001,189,439,18,67,67,91
John Wallace,2001,100,236,2,15,35,45
Dion Glover,2001,141,336,9,46,47,69
Keyon Dooling,2001,148,362,28,80,125,179
Larry Robinson,2001,67,184,44,116,21,24
Emanual Davis,2001,133,318,50,127,45,55
Matt Bullard,2001,129,305,86,213,10,14
Chris Mullin,2001,36,106,19,52,24,28
Robert Traylor,2001,161,324,0,2,80,141
Sherman Douglas,2001,122,303,8,40,86,115
Avery Johnson,2001,134,300,1,6,41,60
Danny Ferry,2001,178,375,70,156,22,30
David Vanterpool,2001,46,110,0,6,30,50
Sean Rooks,2001,169,395,1,2,107,143
Mateen Cleaves,2001,160,400,5,17,97,137
Olden Polynice,2001,206,415,0,1,17,65
Rodney Buford,2001,104,241,16,38,24,29
Hedo Turkoglu,2001,138,335,28,86,87,112
Samaki Walker,2001,121,252,1,3,78,124
Brian Shaw,2001,164,411,42,135,51,64
Michael Curry,2001,145,319,4,9,62,73
Erick Strickland,2001,81,267,30,95,68,79
Jon Barry,2001,103,251,46,130,64,73
Robert Horry,2001,147,380,54,156,59,83
DerMarr Johnson,2001,146,390,41,127,64,87
Mike Penberthy,2001,92,222,55,139,28,31
Tracy Murray,2001,94,248,36,103,33,42
Dan Majerle,2001,87,259,57,181,36,44
Eddie House,2001,104,247,19,55,24,35
Monty Williams,2001,162,364,1,13,85,133
Bimbo Coles,2001,91,239,2,16,48,56
Greg Anthony,2001,97,253,65,159,25,37
Stromile Swift,2001,153,339,0,4,85,141
Troy Hudson,2001,125,372,22,109,85,104
Chris Carr,2001,52,111,16,36,46,60
Eddie Gill,2001,16,41,3,9,4,5
Paul McPherson,2001,108,215,2,12,42,58
Wang Zhi-zhi,2001,8,19,0,2,8,10
Corey Benjamin,2001,115,302,21,81,56,83
Stacey Augmon,2001,127,266,0,4,57,87
Chris Childs,2001,135,335,32,106,60,71
Jumaine Jones,2001,122,275,20,60,40,53
Vernon Maxwell,2001,73,223,34,111,21,32
Jamal Crawford,2001,107,304,41,117,27,34
Cherokee Parks,2001,134,274,0,6,31,44
Corie Blount,2001,130,294,2,8,51,83
Carlos Rogers,2001,75,110,0,1,29,52
Mark Strickland,2001,103,239,1,2,45,70
Jamaal Magloire,2001,122,271,0,2,95,145
Ricky Davis,2001,12,29,1,1,7,8
Slava Medvedenko,2001,12,25,1,1,7,12
Billy Owens,2001,88,229,3,20,19,40
Rasho Nesterovic,2001,147,319,0,1,34,65
A.C. Green,2001,144,324,0,6,79,111
Greg Ostertag,2001,139,281,1,2,84,151
Laron Profit,2001,56,142,7,26,33,45
Mikki Moore,2001,132,268,0,1,95,130
Tyus Edney,2001,35,91,1,6,35,39
Mario Elie,2001,104,246,36,100,55,69
Hanno Mottola,2001,123,277,0,3,73,90
Ike Austin,2001,96,270,6,24,28,40
Cedric Henderson,2001,102,262,1,8,30,46
Todd Day,2001,44,118,26,69,18,23
Scott Burrell,2001,7,15,2,6,1,4
Derek Strong,2001,45,117,0,1,28,37
Randy Brown,2001,100,237,0,3,23,40
Anthony Goldwire,2001,30,80,9,34,13,17
Gary Trent,2001,57,130,0,1,19,36
Detlef Schrempf,2001,39,95,3,8,23,27
Chucky Brown,2001,40,95,0,3,22,34
Vinny Del Negro,2001,106,234,1,13,41,44
Bruno Sundov,2001,20,41,0,4,3,5
Lee Nailon,2001,66,136,0,1,32,43
Don MacLean,2001,10,20,2,2,9,12
Tariq Abdul-Wahad,2001,43,111,4,10,21,36
Michael Smith,2001,106,218,0,1,89,154
Sam Perkins,2001,86,226,38,110,32,38
Darvin Ham,2001,39,80,2,3,29,49
David Benoit,2001,71,147,5,13,31,39
Popeye Jones,2001,60,153,1,6,41,55
Kevin Edwards,2001,56,170,5,19,43,53
Quincy Lewis,2001,50,123,9,25,15,21
Jeff Foster,2001,100,213,2,7,47,91
Sam Mitchell,2001,118,289,9,43,40,55
Tyronn Lue,2001,50,117,11,34,19,24
Jonathan Bender,2001,66,186,11,41,50,68
Jud Buechler,2001,75,163,32,77,9,12
Ryan Bowen,2001,80,144,4,11,27,44
Jerome Kersey,2001,32,69,0,1,6,14
Chris Herren,2001,29,96,16,55,9,12
Darrick Martin,2001,29,76,14,27,31,35
Steve Kerr,2001,67,159,33,77,14,15
Eduardo Najera,2001,58,111,1,3,14,33
Cal Bowdler,2001,53,114,1,5,33,40
Bill Curley,2001,25,47,1,2,12,19
Devean George,2001,64,206,15,68,39,55
Hersey Hawkins,2001,56,137,17,46,54,63
Kevin Ollie,2001,76,192,1,3,63,89
Jason Collier,2001,27,71,0,1,17,24
Mike Smith,2001,19,59,3,18,10,16
Elliot Perry,2001,65,140,1,5,16,22
William Avery,2001,55,144,16,59,28,36
Vladimir Stepania,2001,28,88,1,4,25,34
Tony Smith,2001,8,23,0,2,1,2
Dan Langhi,2001,37,99,0,1,16,29
Derrick Dial,2001,36,83,2,10,12,21
Adam Keefe,2001,64,159,1,3,39,63
Ruben Wolkowyski,2001,25,77,0,2,25,34
Anthony Johnson,2001,53,152,1,5,23,33
Eldridge Recasner,2001,38,114,13,39,14,18
Jaren Jackson,2001,16,40,7,18,0,2
Mark Pope,2001,62,142,5,24,22,35
Chris Garner,2001,7,37,0,7,5,6
Walter McCarty,2001,45,126,19,56,22,28
Lavor Postell,2001,17,54,3,11,22,27
DeShawn Stevenson,2001,31,91,1,12,26,38
Derrick McKey,2001,60,136,4,20,21,27
Michael Redd,2001,5,19,0,3,3,6
Brent Price,2001,3,11,1,4,6,7
Rafer Alston,2001,30,83,8,29,9,13
Adrian Griffin,2001,33,97,9,26,18,24
John Crotty,2001,22,65,4,7,17,19
Rick Brunson,2001,18,54,2,14,8,15
Ira Newble,2001,21,55,4,9,8,16
Cory Alexander,2001,18,56,4,16,12,18
Scott Padgett,2001,18,43,5,9,15,20
Brian Cardinal,2001,10,31,0,5,11,18
Mark Madsen,2001,55,113,1,1,26,37
Greg Foster,2001,56,133,3,9,10,14
Doug West,2001,11,38,0,2,6,7
Steve Goodrich,2001,7,18,1,3,4,7
Tim James,2001,16,49,1,3,12,14
Jerome Moiso,2001,12,30,0,1,10,24
Dalibor Bagaric,2001,17,65,0,1,13,28
Tyrone Corbin,2001,9,38,0,5,2,4
Sean Colson,2001,6,24,1,5,2,4
Juan Sanchez,2001,9,28,0,1,2,2
Travis Knight,2001,10,53,0,1,9,18
Shaquille O'Neal,2000,956,1665,0,1,432,824
Allen Iverson,2000,729,1733,89,261,442,620
Grant Hill,2000,696,1422,34,98,480,604
Vince Carter,2000,788,1696,95,236,436,551
Karl Malone,2000,752,1476,2,8,589,739
Chris Webber,2000,748,1548,27,95,311,414
Gary Payton,2000,747,1666,177,520,311,423
Jerry Stackhouse,2000,619,1447,83,288,618,758
Tim Duncan,2000,628,1281,1,11,459,603
Kevin Garnett,2000,759,1526,30,81,309,404
Michael Finley,2000,748,1636,99,247,260,317
Kobe Bryant,2000,554,1183,46,144,331,403
Stephon Marbury,2000,569,1317,66,233,436,536
Ray Allen,2000,642,1411,172,407,353,398
Alonzo Mourning,2000,652,1184,0,4,414,582
Glenn Robinson,2000,690,1461,86,237,227,283
Antoine Walker,2000,648,1506,73,285,311,445
Shareef Abdur-Rahim,2000,594,1277,29,96,446,551
Elton Brand,2000,630,1306,0,2,367,536
Eddie Jones,2000,478,1119,128,341,362,419
Allan Houston,2000,614,1271,106,243,280,334
Antawn Jamison,2000,356,756,2,7,127,208
Paul Pierce,2000,486,1099,96,280,359,450
Isaiah Rider,2000,449,1072,56,180,204,260
Keith Van Horn,2000,559,1257,84,228,333,393
Antonio McDyess,2000,614,1211,0,2,323,516
Latrell Sprewell,2000,568,1305,44,127,344,397
Sam Cassell,2000,545,1170,26,90,390,445
Clifford Robinson,2000,530,1142,120,324,298,381
Michael Dickerson,2000,554,1270,119,291,269,324
Jalen Rose,2000,563,1196,77,196,254,307
Reggie Miller,2000,466,1041,165,404,373,406
Steve Francis,2000,497,1117,107,310,287,365
David Robinson,2000,528,1031,0,2,371,511
Shawn Kemp,2000,484,1160,2,6,493,635
Dirk Nowitzki,2000,515,1118,116,306,289,348
Jamal Mashburn,2000,515,1158,112,278,186,239
Mitch Richmond,2000,447,1049,93,241,298,340
Maurice Taylor,2000,458,988,1,8,143,201
Terrell Brandon,2000,486,1042,53,132,187,208
Anfernee Hardaway,2000,378,798,33,102,226,286
Ron Mercer,2000,460,1080,15,48,213,270
Derek Anderson,2000,377,860,55,178,271,309
Derrick Coleman,2000,446,979,51,141,296,377
Jim Jackson,2000,507,1235,117,303,186,212
Cedric Ceballos,2000,447,1002,44,134,209,248
Vin Baker,2000,514,1129,2,8,281,412
Lamar Odom,2000,449,1024,59,164,302,420
Rasheed Wallace,2000,542,1045,8,50,233,331
Darrell Armstrong,2000,484,1119,137,403,225,247
Nick Van Exel,2000,473,1213,133,401,196,240
Chris Mills,2000,123,292,8,30,68,84
Glen Rice,2000,421,980,84,229,346,396
Lamond Murray,2000,460,1019,51,139,204,268
Cuttino Mobley,2000,437,1016,104,292,299,353
Tracy McGrady,2000,459,1018,18,65,277,392
Patrick Ewing,2000,361,775,0,2,207,283
Larry Hughes,2000,459,1147,29,125,279,377
Steven Smith,2000,420,900,96,241,289,340
Juwan Howard,2000,509,1108,0,7,202,275
Toni Kukoc,2000,297,728,44,168,192,265
Mike Bibby,2000,459,1031,77,212,195,250
Charles Barkley,2000,106,222,6,26,71,110
Jason Kidd,2000,350,855,56,166,203,245
Donyell Marshall,2000,331,840,49,138,199,255
Bryon Russell,2000,408,914,106,268,236,315
Kenny Anderson,2000,434,986,85,220,196,253
John Starks,2000,203,542,59,171,50,59
Bob Sura,2000,356,815,122,332,175,251
Rodney Rogers,2000,428,881,115,262,159,249
Gary Trent,2000,70,142,0,2,11,21
Tom Gugliotta,2000,310,645,1,8,117,151
David Wesley,2000,407,955,88,248,214,275
Bobby Phills,2000,152,335,30,91,47,65
Tim Hardaway,2000,246,638,94,256,110,133
Tyrone Nesby,2000,364,915,94,281,151,191
Alan Henderson,2000,429,930,1,10,224,334
Othella Harrington,2000,420,830,0,2,236,298
Kendall Gill,2000,396,956,20,78,181,255
Kerry Kittles,2000,305,698,96,240,101,127
Rik Smits,2000,431,890,0,1,156,211
Erick Strickland,2000,316,730,73,186,162,195
Lindsey Hunter,2000,379,892,168,389,117,154
Elden Campbell,2000,370,829,0,6,247,358
Rod Strickland,2000,327,762,1,21,214,305
Damon Stoudamire,2000,386,894,80,212,122,145
Scottie Pippen,2000,388,860,86,263,160,223
Raef LaFrentz,2000,392,879,60,183,162,236
Jeff Hornacek,2000,358,728,66,138,171,180
Doug Christie,2000,311,764,99,275,182,216
Jason Williams,2000,363,973,145,505,128,170
Shandon Anderson,2000,368,778,79,225,194,253
Vlade Divac,2000,384,764,7,26,230,333
Christian Laettner,2000,379,801,7,24,237,292
John Stockton,2000,363,725,43,121,221,257
Metta World Peace,2000,309,759,60,191,188,279
Jason Caffey,2000,323,675,0,2,206,345
Tyrone Hill,2000,318,656,0,1,179,259
Chris Gatling,2000,365,802,18,70,266,373
Voshon Lenard,2000,228,560,89,228,84,106
Peja Stojakovic,2000,321,716,100,267,135,153
Brent Barry,2000,327,707,164,399,127,157
Tim Thomas,2000,347,753,63,182,188,243
Arvydas Sabonis,2000,302,598,7,19,167,198
Ruben Patterson,2000,354,661,12,27,222,321
Wally Szczerbiak,2000,342,669,28,78,133,161
Anthony Mason,2000,317,661,0,1,314,421
Tariq Abdul-Wahad,2000,274,646,3,23,146,193
Malik Sealy,2000,371,780,10,35,177,218
Mookie Blaylock,2000,327,837,101,301,67,95
Avery Johnson,2000,402,850,1,9,114,155
Andre Miller,2000,339,755,10,49,226,292
Vernon Maxwell,2000,169,490,67,223,108,148
Walt Williams,2000,312,681,102,261,101,123
Nick Anderson,2000,306,782,132,397,37,76
Larry Johnson,2000,282,652,58,174,128,167
John Amaechi,2000,306,700,1,6,223,291
Hakeem Olajuwon,2000,193,421,0,2,69,112
Austin Croshere,2000,288,653,63,174,196,231
Shawn Marion,2000,222,471,4,22,72,85
Marcus Camby,2000,226,471,1,2,148,221
Tracy Murray,2000,290,670,113,263,120,141
George McCloud,2000,266,638,107,283,148,181
Johnny Newman,2000,278,623,72,190,192,229
Joe Smith,2000,289,623,1,1,195,258
Anthony Peeler,2000,316,725,85,255,87,109
Matt Geiger,2000,260,589,0,4,109,140
George Lynch,2000,297,644,15,36,113,183
P.J. Brown,2000,322,671,0,1,120,159
Chucky Atkins,2000,314,741,57,163,97,133
Vonteego Cummings,2000,265,654,49,151,127,169
Terry Porter,2000,207,463,90,207,137,170
Chris Carr,2000,196,496,32,102,107,125
Brevin Knight,2000,230,558,2,10,140,184
Rusty LaRue,2000,15,43,2,14,5,7
Wesley Person,2000,280,654,106,250,61,77
Vitaly Potapenko,2000,307,615,0,1,109,160
Richard Hamilton,2000,254,605,28,77,103,133
Fred Hoiberg,2000,89,230,32,94,69,76
Travis Best,2000,271,561,35,93,156,190
Robert Pack,2000,96,230,4,11,63,78
Bryant Reeves,2000,252,562,0,4,107,165
Troy Hudson,2000,204,541,60,193,77,95
Bonzi Wells,2000,236,480,20,53,88,129
Eric Piatkowski,2000,238,573,93,243,85,100
Kelvin Cato,2000,216,402,0,4,135,208
Monty Williams,2000,263,538,2,5,123,166
Howard Eisley,2000,282,675,60,163,85,103
Chauncey Billups,2000,34,101,7,41,37,44
Steve Nash,2000,173,363,60,149,75,85
Keon Clark,2000,286,528,1,8,121,176
LaPhonso Ellis,2000,209,464,3,21,66,95
Jerome Williams,2000,257,456,0,3,175,284
Shawn Bradley,2000,266,555,1,5,114,149
Corey Maggette,2000,224,469,2,11,196,261
Kenny Thomas,2000,212,531,32,122,138,209
Pat Garrity,2000,258,585,79,197,80,111
Rashard Lewis,2000,275,566,40,120,84,123
James Posey,2000,230,536,82,220,120,150
Mark Jackson,2000,246,570,89,221,79,98
Jason Terry,2000,249,600,46,157,113,140
Bimbo Coles,2000,276,607,8,39,85,104
Horace Grant,2000,266,599,0,4,80,111
Kurt Thomas,2000,270,535,1,3,100,128
Jon Barry,2000,161,346,66,154,107,116
Aaron McKie,2000,244,593,44,121,121,146
Carlos Rogers,2000,170,324,1,14,81,137
Eric Snow,2000,257,597,11,45,126,177
Hersey Hawkins,2000,159,375,55,141,107,119
Chris Whitney,2000,217,521,96,255,112,132
Corey Benjamin,2000,145,350,31,89,49,82
Brad Miller,2000,135,293,0,2,153,195
Kevin Willis,2000,236,569,1,3,131,164
Aaron Williams,2000,235,450,0,3,146,201
Dedric Willoughby,2000,61,179,29,98,39,51
Dell Curry,2000,194,454,95,242,24,32
Mario Elie,2000,195,457,74,186,126,149
Detlef Schrempf,2000,187,433,21,52,179,215
B.J. Armstrong,2000,83,186,13,29,22,25
Hubert Davis,2000,217,464,82,167,67,77
Danny Ferry,2000,189,380,33,75,52,57
Dan Majerle,2000,170,422,110,304,56,69
Charlie Ward,2000,189,447,102,264,48,58
Brian Grant,2000,173,352,1,2,112,166
Roshown McLeod,2000,131,332,2,13,54,70
Jeff McInnis,2000,80,186,7,21,13,17
Eric Williams,2000,165,386,25,72,134,169
Dana Barros,2000,196,435,59,144,66,76
Eddie Robinson,2000,212,386,0,4,47,64
Michael Doleac,2000,242,535,1,2,80,95
Ron Harper,2000,212,531,33,106,100,147
Dee Brown,2000,93,258,67,187,11,16
Moochie Norris,2000,69,159,12,29,57,73
Charles Oakley,2000,234,560,14,41,66,85
Adrian Griffin,2000,175,408,16,56,119,158
Todd Day,2000,130,330,64,165,72,108
Matt Bullard,2000,139,340,79,177,25,30
Ike Austin,2000,151,352,1,4,94,137
Malik Rose,2000,176,385,1,3,143,198
Rex Chapman,2000,124,320,41,123,59,78
Terry Mills,2000,214,488,95,242,25,34
Kevin Johnson,2000,16,28,1,1,7,7
Lucious Harris,2000,198,463,38,115,79,99
Armen Gilliam,2000,133,305,0,1,67,86
Sam Perkins,2000,184,441,89,218,80,97
Tony Battie,2000,219,459,1,8,102,151
Al Harrington,2000,121,264,8,34,78,111
John Wallace,2000,155,332,0,3,82,102
Rick Fox,2000,206,498,59,181,63,78
Dion Glover,2000,66,171,12,45,51,70
Sam Mitchell,2000,168,376,10,23,81,92
Lawrence Funderburke,2000,184,352,0,2,115,164
Tony Delk,2000,120,279,9,40,47,59
Randy Brown,2000,157,435,3,6,62,84
Matt Maloney,2000,114,318,62,174,37,45
Jaren Jackson,2000,186,488,108,306,33,51
Anthony Carter,2000,201,509,3,23,93,124
Derek Fisher,2000,167,483,52,166,105,145
Tony Farmer,2000,127,312,8,44,203,265
Michael Smith,2000,108,192,0,1,73,101
Greg Anthony,2000,169,416,88,233,88,114
Mark Davis,2000,56,137,0,2,31,47
Antonio Daniels,2000,163,344,22,66,72,101
Michael Curry,2000,182,379,1,5,141,168
Scott Burrell,2000,165,419,82,232,39,50
Billy Owens,2000,150,358,11,34,63,106
Chris Anstey,2000,161,364,1,6,116,147
Sherman Douglas,2000,45,90,5,16,25,28
Sean Elliott,2000,38,106,13,37,25,32
Tyronn Lue,2000,19,39,4,8,6,8
Bo Outlaw,2000,204,339,0,3,82,162
Lorenzen Wright,2000,180,361,1,3,87,135
Baron Davis,2000,182,433,25,111,97,153
Shammond Williams,2000,84,222,24,79,33,51
Greg Buckner,2000,111,233,10,26,43,63
Bryce Drew,2000,158,413,59,163,45,53
Rasho Nesterovic,2000,206,433,0,2,59,103
Robert Horry,2000,159,363,29,94,89,113
Jamie Feick,2000,181,423,3,3,94,133
Darrick Martin,2000,133,350,38,124,98,119
Eric Murdock,2000,79,205,16,42,51,80
Bryant Stith,2000,86,189,17,56,64,77
Kornel David,2000,67,157,0,3,45,56
Dennis Scott,2000,125,333,71,189,48,57
Earl Boykins,2000,56,115,8,19,18,23
Otis Thorpe,2000,125,243,0,3,29,48
Cedric Henderson,2000,129,326,1,15,69,104
Trajan Langdon,2000,15,40,8,19,11,11
Alvin Williams,2000,114,287,16,55,48,65
Chris Childs,2000,146,357,37,104,47,59
Olden Polynice,2000,203,398,1,2,28,90
Chucky Brown,2000,148,328,2,10,36,52
Vinny Del Negro,2000,153,325,8,24,35,39
Elliot Perry,2000,128,294,11,39,50,62
Darvin Ham,2000,71,125,0,1,35,78
Chris Mullin,2000,80,187,45,110,37,41
Muggsy Bogues,2000,157,358,17,51,79,87
Bobby Jackson,2000,140,346,13,46,76,98
A.C. Green,2000,173,387,1,4,66,95
Ryan Robertson,2000,2,6,0,2,1,1
Derrick Dial,2000,17,46,3,12,3,5
Sam Mack,2000,37,122,21,64,19,20
Sam Jacobson,2000,108,212,9,24,30,41
Grant Long,2000,74,167,0,4,55,71
Randy Livingston,2000,155,373,19,55,52,62
Ervin Johnson,2000,144,279,0,1,95,157
Ricky Davis,2000,94,187,0,4,39,51
John Crotty,2000,106,251,33,80,80,93
Danny Manning,2000,149,339,1,4,34,52
Chris Crawford,2000,91,229,7,27,63,81
Felipe Lopez,2000,111,261,3,18,67,109
Greg Ostertag,2000,124,267,0,1,119,187
Damon Jones,2000,79,207,41,114,32,48
Derrick McKey,2000,43,108,10,23,43,56
Jerome Kersey,2000,146,354,0,9,29,41
J.R. Reid,2000,53,127,1,7,43,56
Rodney Buford,2000,62,151,7,29,16,22
Dale Ellis,2000,66,159,37,100,9,13
Keith Closs,2000,96,197,0,3,46,78
Dickey Simpkins,2000,111,274,0,1,65,120
Brian Shaw,2000,123,322,18,58,41,54
Doug West,2000,59,145,0,3,34,40
Tyrone Corbin,2000,88,247,10,44,33,39
Emanual Davis,2000,80,220,31,103,26,38
Matt Harpring,2000,4,17,2,2,6,7
Calbert Cheaney,2000,120,273,18,54,9,21
Jermaine O'Neal,2000,108,222,0,1,57,98
Rick Hughes,2000,35,72,0,1,12,26
Lazaro Borrell,2000,28,62,0,3,6,11
Quincy Lewis,2000,111,298,23,63,38,52
Anthony Parker,2000,24,57,1,14,8,11
Walter McCarty,2000,78,230,34,110,39,54
Jacque Vaughn,2000,109,262,14,34,57,76
Khalid Reeves,2000,3,12,0,3,5,5
Robert Traylor,2000,58,122,0,4,41,68
Toby Bailey,2000,58,140,2,10,45,65
Stacey Augmon,2000,83,175,0,2,37,55
Brent Price,2000,41,119,25,68,34,39
Greg Foster,2000,91,224,3,15,18,28
Devean George,2000,56,144,16,47,27,41
Charles R. Jones,2000,66,201,39,118,17,23
Tim Legler,2000,28,78,7,21,14,18
Doug Overton,2000,61,154,10,28,20,21
Joe Stephens,2000,19,51,0,8,3,4
Chris Herren,2000,45,124,24,67,27,40
Cherokee Parks,2000,72,145,0,1,24,37
Bruce Bowen,2000,71,193,27,58,25,43
Steve Kerr,2000,32,74,16,31,9,11
Dennis Rodman,2000,12,31,0,1,10,14
Cory Alexander,2000,28,98,9,35,17,22
Rex Walters,2000,38,91,5,20,12,16
